imageid,productid,left_border,right_border,top_border,bottom_border,real_width,real_height
1010717978,447210180,73,425,0,499,352,499
1237107913,1681883768,8,494,147,335,486,188
1019219234,515682926,120,394,49,447,274,398
1283501710,4061479224,146,415,164,436,269,272
1181445010,3002935070,43,489,80,421,446,341
982089646,285612605,70,429,0,499,359,499
1007562230,435036570,58,441,0,499,383,499
1242957291,3768114099,0,499,109,389,499,280
855808601,88561133,56,442,0,499,386,499
1262301370,3906636760,0,499,0,499,499,499
1313532424,4199252521,40,489,48,440,449,392
1062713347,1118704561,0,499,109,389,499,280
1073613146,1317604963,0,499,62,436,499,374
873910109,115233191,56,396,0,489,340,489
925083068,176483327,74,424,0,499,350,499
894903772,18645939,12,486,12,486,474,474
1094709305,1626635375,74,425,0,499,351,499
1261173396,3898707812,18,482,144,353,464,209
1216089065,3477299884,6,491,90,395,485,305
872794047,118182303,122,378,142,364,256,222
1213149146,3441756838,2,475,72,423,473,351
871007761,115725737,84,415,0,499,331,499
1275035489,4003835345,46,452,202,401,406,199
1133340842,2248249353,69,430,0,499,361,499
1019347222,516412346,157,339,7,484,182,477
1148747176,2546193561,1,498,124,383,497,259
1209766017,3372656136,0,499,110,389,499,279
1176504842,2958500798,0,499,68,430,499,362
1071996155,1299634999,92,406,0,499,314,499
1306793733,4168955522,0,499,102,498,499,396
1276430933,4013272705,0,477,0,499,477,499
1068131842,1189554063,72,429,10,476,357,466
1105433573,1849425624,41,450,100,420,409,320
1192387795,3122243424,125,374,0,499,249,499
1250268118,3831364104,0,499,62,436,499,374
964712936,246831401,50,427,113,386,377,273
1297791692,4137061272,56,430,108,388,374,280
1105978187,1859461890,82,416,0,499,334,499
1255498727,1100659519,100,399,15,484,299,469
1305052888,4164659406,106,388,51,463,282,412
1311408770,4187117901,53,444,193,398,391,205
1235615617,3696317581,34,467,130,365,433,235
1169449898,2875392184,56,442,62,436,386,374
1248203411,3814504905,74,325,285,447,251,162
744639960,60519820,68,431,0,499,363,499
1167585490,2841080059,110,389,53,445,279,392
1066006375,1159280720,165,334,184,315,169,131
1257245148,3879891794,0,499,0,499,499,499
941678887,207258101,126,377,166,329,251,163
1255747573,3870846042,12,480,44,386,468,342
1117455103,1973706037,192,309,131,371,117,240
1313196135,4182719262,70,451,30,482,381,452
1272407549,3989512580,161,317,140,464,156,324
1174592787,2940640384,14,496,60,439,482,379
1188462917,3065095739,0,499,62,436,499,374
1258933243,3887583420,50,460,41,463,410,422
955189713,219193569,79,420,0,499,341,499
1273444495,3992726955,140,412,111,417,272,306
1258097670,3883744206,0,499,0,478,499,478
1027000267,569625626,108,390,50,449,282,399
1248853494,3817904650,83,427,62,419,344,357
1315634778,4206625441,0,499,4,499,499,495
1026775003,569538195,104,394,50,449,290,399
1276429269,4013272334,33,434,73,443,401,370
1322959280,4231793438,31,452,136,362,421,226
1104732813,1923137461,0,499,0,499,499,499
1153379101,2615811502,103,395,50,449,292,399
1314577765,4202305246,64,423,45,463,359,418
1269068514,3955112083,0,499,0,499,499,499
1320098422,4215360488,133,363,54,429,230,375
1104879356,1844836161,89,409,0,499,320,499
1252917834,3853519566,83,415,0,499,332,499
1162646866,2755753142,166,332,104,457,166,353
1240113586,3387485383,9,487,85,424,478,339
1151791876,2590164763,130,353,111,394,223,283
1100076528,1711735998,70,429,145,354,359,209
932529411,188595116,0,499,62,436,499,374
1248866737,3817907726,87,412,40,465,325,425
941622002,207151484,240,265,0,499,25,499
901206853,146621302,130,369,77,421,239,344
1260342557,3893243209,0,499,0,499,499,499
1239939611,3673696228,100,399,9,489,299,480
1323289464,4231691899,0,499,0,499,499,499
1145962613,2501588078,137,361,90,409,224,319
1136119295,2318904193,106,407,30,429,301,399
977993835,278574596,87,412,157,499,325,342
1250985825,3836838764,0,499,0,499,499,499
1156931684,1962185429,141,372,57,458,231,401
1116673423,1963506036,141,353,129,396,212,267
1026964061,569772446,113,385,50,449,272,399
1201818699,3249395680,8,491,0,499,483,499
983685420,287881135,62,436,0,499,374,499
1308390397,4176107789,49,463,160,338,414,178
1282573082,4057550996,27,462,109,379,435,270
1275030012,4003834635,70,429,75,429,359,354
1153080582,2618440759,70,429,145,354,359,209
1139663572,2396698212,84,414,0,499,330,499
1269514503,3959384918,26,459,38,356,433,318
1231460995,3649806182,0,499,62,436,499,374
1310222413,4183281912,115,379,9,332,264,323
1310078790,4181962032,114,479,28,456,365,428
1321587980,4223049616,34,465,25,499,431,474
1305522992,4165982805,0,499,94,405,499,311
1212769373,3433487625,202,316,58,450,114,392
1321053309,4221677449,38,448,56,437,410,381
1233595846,3680916349,99,400,0,498,301,498
964259798,246489309,146,353,170,305,207,135
1070092213,1262616431,10,494,34,475,484,441
1262549982,3908517062,188,337,76,422,149,346
1269516547,3959387193,11,488,160,418,477,258
940889141,205319034,189,318,226,341,129,115
1294250941,4122794829,77,439,56,384,362,328
1309364987,4180351686,62,436,0,499,374,499
1158032646,2694028062,110,389,67,445,279,378
1233864582,3682693353,46,463,152,406,417,254
987350071,294183454,95,404,0,499,309,499
1061587266,511836443,41,459,2,497,418,495
1253160422,3855208690,40,468,53,475,428,422
1234389802,3683750243,62,436,0,499,374,499
1275672079,4006519565,29,397,86,499,368,413
1221461934,3563524435,89,356,141,323,267,182
878549113,123916925,0,499,3,496,499,493
1281989278,4050747784,16,489,90,487,473,397
1167521773,2838767812,0,499,109,389,499,280
1308237709,4175231061,73,426,0,499,353,499
1303630892,4159071347,106,388,51,463,282,412
949552372,212583426,154,340,200,307,186,107
1209527697,2806785548,156,340,182,325,184,143
823492824,62744137,189,310,167,336,121,169
1324146143,4236042793,0,499,0,499,499,499
435636943,49991862,130,365,133,363,235,230
921250314,168344639,62,437,103,431,375,328
1264832602,3925844211,0,499,36,463,499,427
1270399916,3971818198,0,499,0,475,499,475
1261173276,3898707802,11,478,167,343,467,176
1256823439,3875154284,97,403,43,423,306,380
1248645842,3816940905,10,490,185,347,480,162
1256105139,3873229667,0,499,0,499,499,499
1087851339,1530512704,190,299,30,460,109,430
941678361,207257911,215,282,173,222,67,49
1048832933,1754740107,0,499,109,389,499,280
1009322691,440692851,150,349,118,381,199,263
1237099863,1613215336,50,429,149,343,379,194
1322863257,4231777703,0,499,0,499,499,499
1154767713,2643902104,17,493,46,452,476,406
1225864527,2016481370,125,374,125,374,249,249
1082568535,278523939,153,346,100,399,193,299
938716411,183256636,161,396,69,412,235,343
1323989946,4235886114,41,464,79,400,423,321
972801392,138706035,139,386,173,446,247,273
1248832673,3817889047,0,498,0,311,498,311
939218347,198693929,134,375,159,340,241,181
1285857802,4017676594,15,464,111,387,449,276
1188457654,3064931434,11,487,22,480,476,458
1287880008,4079551096,146,329,89,430,183,341
1198580500,3012809056,22,476,36,473,454,437
1013294663,465261580,0,499,62,436,499,374
1192834725,3135791801,70,429,145,354,359,209
1260356330,3893244250,38,458,141,447,420,306
1070332903,1267395538,143,355,100,399,212,299
1285851634,4017672695,158,385,148,378,227,230
1184074845,2998613826,62,436,0,499,374,499
1313433565,4197675826,173,335,141,408,162,267
1068424981,1193823750,154,345,100,399,191,299
882042755,126463285,76,423,0,499,347,499
1158664503,2702362549,0,486,84,426,486,342
1053466121,1032724980,0,499,7,492,499,485
1304011546,4160805743,54,470,22,469,416,447
1108738389,1878218288,110,389,36,463,279,427
127717730,3690782,55,483,58,440,428,382
108063930,3234518,0,499,62,436,499,374
509043796,52370482,62,436,0,499,374,499
1047876318,933769950,101,445,107,394,344,287
919751847,165380099,0,499,25,473,499,448
1245748406,3794158985,133,370,113,360,237,247
1154754293,2643759477,54,453,75,499,399,424
964674392,246622875,71,427,0,499,356,499
1082340520,1466014169,75,316,152,353,241,201
1177148202,2970574103,208,291,0,499,83,499
1100085256,1711730470,110,389,50,448,279,398
1240724223,3748205006,0,499,0,498,499,498
1226447953,3597901435,73,426,5,499,353,494
852972374,80220190,62,437,0,499,375,499
1253330823,3856412572,25,477,20,376,452,356
1162849029,2752545454,125,373,0,499,248,499
1296812133,4132254855,63,437,23,488,374,465
1253151540,3855161597,98,449,346,497,351,151
1285863462,4070704847,0,499,0,499,499,499
1065823146,1155028326,15,485,57,459,470,402
844461418,72602214,0,366,62,436,366,374
1072432500,1303721729,0,499,62,436,499,374
1252293135,3848187410,53,446,0,499,393,499
886950439,132976331,0,499,62,436,499,374
1238948719,1910373135,35,455,107,386,420,279
1096642046,1616779252,140,359,85,414,219,329
1305530052,4165987123,85,375,200,339,290,139
1087851129,1530512696,190,299,30,460,109,430
1300138125,4145102016,0,498,56,454,498,398
973933449,224638140,75,423,36,456,348,420
332519597,47717866,165,330,184,301,165,117
1293303554,4116742237,203,312,68,451,109,383
1268370875,3950153281,4,494,0,499,490,499
1109088164,1882164460,69,429,0,499,360,499
1196636018,3195342583,0,499,0,499,499,499
1310294075,4182232271,47,423,82,408,376,326
1272487286,3989898168,26,458,94,375,432,281
1310469670,4182321295,66,433,136,377,367,241
1118351863,1980640096,85,413,0,499,328,499
991506928,299044590,27,495,112,351,468,239
1228861372,3621194125,50,472,42,476,422,434
957941371,225959208,0,499,62,436,499,374
984243841,288575899,0,499,62,436,499,374
1295892289,4126967838,6,453,26,455,447,429
1014684534,473950531,135,363,96,403,228,307
1265217813,3929900668,32,466,73,438,434,365
1178132920,2981151595,57,418,157,365,361,208
984321873,273318329,18,482,72,428,464,356
834002767,63757769,125,374,89,409,249,320
1226161575,3594231082,0,499,62,436,499,374
1264228385,3853156747,109,390,1,388,281,387
909037132,109665018,81,419,30,499,338,469
1201837779,3249409884,36,450,31,468,414,437
1014679666,473950195,136,363,97,402,227,305
1099084523,1923135143,0,499,0,499,499,499
948423127,210674425,0,499,62,436,499,374
1113115010,1832996230,135,362,35,473,227,438
1041514011,829183536,50,449,122,376,399,254
487130658,6297588,74,424,0,499,350,499
1262369419,3906641867,70,434,63,460,364,397
1261971012,3902123457,0,499,185,436,499,251
1026969391,569723662,111,388,50,449,277,399
1301509848,4150991442,117,385,148,337,268,189
1254446881,3861754521,0,498,0,498,498,498
1247849610,3813571347,0,499,123,436,499,313
1252628069,3850328844,0,499,62,436,499,374
870393965,114756576,77,421,0,497,344,497
1205826067,3312222035,168,340,56,462,172,406
1247336422,3808855077,0,499,81,417,499,336
1299519919,4141587428,62,472,85,429,410,344
1313351480,4197666615,0,499,0,499,499,499
1283548677,4061480564,0,499,0,499,499,499
1328257462,4250677708,0,499,0,499,499,499
940536351,138752827,105,445,216,284,340,68
1198714474,3173727671,0,499,62,436,499,374
931361184,185935018,100,399,194,305,299,111
1031872380,614718118,231,486,84,416,255,332
1301322271,4151250309,0,499,0,499,499,499
875712725,74249267,67,432,0,499,365,499
922170773,170807994,226,251,380,388,25,8
1308391186,4176107940,43,457,83,395,414,312
1102901884,1810164074,0,499,102,397,499,295
1105858664,1857674492,13,474,150,366,461,216
1286035429,4071964604,1,479,0,470,478,470
1264446428,3925554720,23,468,158,329,445,171
1002734481,384824496,27,387,155,444,360,289
1300263356,4141407348,0,499,56,442,499,386
1146324757,2516935488,0,483,0,499,483,499
1251709365,85247962,62,436,0,499,374,499
1283626285,4061593613,216,276,7,488,60,481
1262349085,3716209823,164,391,150,346,227,196
1123811405,2062695714,152,346,100,399,194,299
1323638200,4233734358,0,499,0,499,499,499
1305079916,4163175013,92,406,0,499,314,499
1303926636,4160319081,60,439,141,367,379,226
1303810158,4159742568,135,363,200,299,228,99
1202339833,3253328048,0,499,109,389,499,280
868861211,112594808,62,436,0,499,374,499
1193876625,3149507530,141,363,36,457,222,421
1165716402,2806218426,83,415,0,499,332,499
1308898633,278405698,100,399,20,478,299,458
1301860380,4153652494,0,498,0,499,498,499
860949847,2922018,122,377,162,337,255,175
1075454150,1347451506,138,361,100,399,223,299
1047241401,895367469,189,309,137,363,120,226
1117718658,1975789500,160,339,100,399,179,299
871552206,116440373,43,394,76,420,351,344
1050898680,51697497,0,499,109,389,499,280
875612199,73687706,99,400,0,499,301,499
1198094730,2317301947,155,344,100,399,189,299
1247486914,3805459610,109,389,3,499,280,496
1261173226,3898707800,11,482,171,329,471,158
1137859618,2355457086,62,436,0,499,374,499
1323853610,4231422496,64,402,81,465,338,384
471882030,50602472,150,349,127,372,199,245
1277063879,4015126556,70,428,0,499,358,499
980292862,283316945,9,475,68,432,466,364
1192186121,3123034636,71,431,302,486,360,184
1275999020,4010221411,23,499,0,499,476,499
987455599,294326678,0,482,55,442,482,387
1285837101,4017665573,98,413,95,360,315,265
1244899900,3787387758,109,389,10,499,280,489
1024710427,546581456,106,392,88,340,286,252
887271960,133443116,200,299,180,319,99,139
1026012271,558485473,54,442,92,477,388,385
1063853890,1132405887,0,499,84,415,499,331
1219230164,3525471405,74,336,89,408,262,319
864700070,106414303,0,499,62,436,499,374
1319271636,4214120265,54,453,102,408,399,306
308011890,46351833,57,442,0,499,385,499
1253339859,3856415420,8,492,41,140,484,99
1213623047,3451189048,100,399,61,438,299,377
835617671,61314581,74,425,0,499,351,499
1067178124,1178031857,0,499,63,436,499,373
912890242,156997681,0,499,62,436,499,374
1057996308,1084014258,62,436,0,499,374,499
1252627212,3850328342,0,499,154,436,499,282
1279339366,4037443003,19,474,27,477,455,450
1301495440,4150987996,116,380,111,397,264,286
1269398605,3958190102,100,377,141,387,277,246
1273059524,3992549921,33,481,35,468,448,433
1147026668,2527716040,52,455,98,412,403,314
326788248,47414091,48,450,0,499,402,499
1283737026,4061607903,0,499,0,499,499,499
1287880623,4079551106,39,474,20,479,435,459
1285861567,4017677426,164,368,34,476,204,442
1243395928,3773715551,36,458,43,465,422,422
1233551735,3680779844,59,447,114,363,388,249
1156623934,2675025369,30,474,171,326,444,155
964625978,247668021,226,324,200,305,98,105
1257396693,3881318958,0,499,0,499,499,499
949551795,212486241,161,338,132,366,177,234
1005824913,418197413,5,494,0,499,489,499
1249535558,3819982808,138,366,158,350,228,192
1285877984,4017685877,13,494,29,495,481,466
853252286,57594711,152,346,110,389,194,279
1243785565,3775997586,210,291,77,432,81,355
1158121313,2695198241,100,389,15,476,289,461
1084629939,1499330840,124,373,92,421,249,329
1287477103,4076879150,0,499,0,499,499,499
1211073361,3389899284,135,442,219,283,307,64
1067295622,1179980398,75,424,21,465,349,444
1249535537,3819982799,136,365,168,337,229,169
1103639421,1817645711,124,364,123,389,240,266
1211444739,3399880191,131,391,55,279,260,224
1039330548,794404435,103,386,65,456,283,391
1102434296,1796651037,0,499,62,436,499,374
1247705448,3812895606,0,499,0,499,499,499
1266488121,3938615560,8,492,125,339,484,214
1292249327,4108380451,17,483,27,463,466,436
1117546504,1975204969,74,425,0,499,351,499
941680860,201700578,0,499,62,436,499,374
845542952,66270592,194,288,184,297,94,113
1104445569,1833092521,0,499,62,436,499,374
1318283881,2182885897,8,494,83,417,486,334
689548681,57563681,0,499,62,436,499,374
1316947188,4201974483,0,499,0,499,499,499
1258618652,3886016055,62,437,138,362,375,224
1174591461,2940640094,162,339,142,362,177,220
1142199764,2448285289,139,357,173,356,218,183
971423298,262159201,80,433,6,494,353,488
1234768177,3690228611,74,423,34,453,349,419
1205942031,3314110627,73,426,0,499,353,499
1252615617,3850030288,184,338,73,470,154,397
1125464261,2091811848,96,400,144,365,304,221
879993299,125284601,50,449,79,419,399,340
1148289504,2540109820,137,361,100,399,224,299
1252068842,3846896411,0,499,62,436,499,374
1079219800,1416945641,96,407,28,453,311,425
1201837874,3249409913,109,390,72,427,281,355
1005834545,418195432,102,496,81,408,394,327
1238983285,3731336777,6,496,78,420,490,342
1160744838,2725727364,63,444,144,354,381,210
1270627694,3972428230,65,499,0,499,434,499
1234711037,3689152650,0,499,0,499,499,499
978114956,256756228,0,499,62,436,499,374
1061556958,247392862,58,476,32,438,418,406
1236944506,3716248209,180,319,153,346,139,193
1064932361,1137631254,0,499,62,436,499,374
893656372,141548352,62,436,0,499,374,499
1032419930,541874289,110,353,140,441,243,301
1283957307,4061636645,0,499,0,495,499,495
1151977103,2595687696,62,436,0,499,374,499
539218730,53294505,82,416,25,497,334,472
1209286926,3161362952,149,361,140,397,212,257
1263107594,3914025292,144,353,6,490,209,484
1301498803,4150989622,30,476,63,480,446,417
895247933,87620768,91,407,0,499,316,499
1300918426,4149749584,136,366,22,482,230,460
1205777119,3303043369,0,499,109,389,499,280
1073773055,1325858109,60,440,12,490,380,478
1220243994,3541701836,150,349,12,488,199,476
1203070059,3226779819,72,427,0,499,355,499
1322874184,4231780160,42,429,58,437,387,379
1189448282,3082185803,184,303,160,310,119,150
1249535555,3819982807,137,359,159,339,222,180
917447097,163130441,0,499,62,436,499,374
1265572718,3931853451,0,499,0,499,499,499
1283895935,4061625474,27,491,25,485,464,460
1039561477,798551580,193,324,391,491,131,100
1276440685,4013274737,28,461,40,487,433,447
1119407574,1998121283,17,445,93,426,428,333
1251642015,3844295324,59,426,176,375,367,199
1254860733,3866884432,0,499,110,499,499,389
1254895911,1490769080,104,392,33,476,288,443
917854019,163464846,15,483,79,410,468,331
936885781,196959015,101,397,1,498,296,497
1191032897,3101160057,101,404,134,359,303,225
1169971387,2889238672,13,488,32,469,475,437
1317616928,4213735772,99,404,106,411,305,305
1264903404,3928057296,0,499,0,499,499,499
969931767,258074330,71,429,74,424,358,350
1121008795,292071805,145,353,100,399,208,299
1277877826,4023204219,0,499,0,499,499,499
999369402,342118492,126,383,65,498,257,433
996964590,324538936,142,357,168,330,215,162
172546830,5457046,145,354,100,399,209,299
1257017001,3876815401,88,410,0,499,322,499
1255754581,3868361860,106,416,42,353,310,311
1310201815,4183259630,150,401,151,367,251,216
1275640334,4006509683,26,484,75,459,458,384
1275678089,4006528690,135,358,95,426,223,331
1325228218,4240793824,15,475,108,440,460,332
1255244144,3868410712,0,499,0,499,499,499
900238510,145833562,0,499,62,436,499,374
1261410296,3898722459,0,499,0,499,499,499
1316247872,4200880294,80,427,90,432,347,342
1203618208,3281024419,0,499,0,499,499,499
1310776899,4184888429,0,499,86,412,499,326
898686402,134044949,0,486,25,473,486,448
770043903,57902059,148,343,166,347,195,181
1154645678,2515142213,41,477,82,429,436,347
850703184,82287217,106,396,233,265,290,32
901353654,107302993,100,399,104,394,299,290
1301425746,4060915300,0,499,6,499,499,493
1211985207,3414115717,0,499,83,415,499,332
1289805183,4089728954,10,459,0,488,449,488
1198108458,1164903240,154,345,100,399,191,299
1265192226,3929867752,98,402,69,451,304,382
1306614056,4168967347,41,390,33,462,349,429
1283887373,4061624525,73,483,89,393,410,304
1276354450,4012864983,7,499,0,486,492,486
1276067229,4010225527,0,499,0,499,499,499
1295075901,4123254283,122,370,166,331,248,165
1303201090,4157523194,139,393,55,431,254,376
1126869775,2109110211,0,499,62,436,499,374
1274425000,2262140,56,442,0,499,386,499
846400293,75711218,45,454,0,499,409,499
1041387020,1936969753,219,282,174,260,63,86
1301253923,4151262588,39,453,78,398,414,320
1306854367,4167092388,0,499,0,499,499,499
930118857,184023930,62,436,0,499,374,499
939607856,202316747,62,436,0,499,374,499
1319946942,4215265806,172,330,0,499,158,499
1265215656,3929900572,161,357,13,467,196,454
1164824992,2785768323,62,436,0,499,374,499
1275603040,4006499790,45,479,30,451,434,421
1309554442,4180148289,0,499,0,499,499,499
874730080,116114102,71,427,43,455,356,412
1307747357,4172812997,181,337,113,369,156,256
1317174133,4211282670,0,499,4,499,499,495
1243283990,3765119357,132,282,154,350,150,196
1318395339,1921332331,35,450,35,447,415,412
1308302370,4151676845,95,393,48,428,298,380
959938805,234269638,75,424,0,499,349,499
1246302221,3798145317,0,499,62,436,499,374
1276403660,4013137856,0,499,10,489,499,479
1316248409,4200880305,39,463,135,392,424,257
1313459702,4197678547,0,499,16,499,499,483
1321022645,4221665038,122,371,7,495,249,488
1309659984,4179728339,0,499,66,499,499,433
1283894280,4061625333,105,395,71,459,290,388
1143936208,2472014719,10,478,229,271,468,42
1259125508,3887606669,52,427,59,430,375,371
1315198561,4187519013,67,476,71,436,409,365
1265206936,3929890055,9,488,82,459,479,377
1265222080,3929898816,111,422,12,484,311,472
1298547021,4139986240,20,491,184,326,471,142
1218262174,3503123101,56,443,0,499,387,499
1186917497,3039711009,165,334,134,364,169,230
1258358859,3883427138,207,290,172,347,83,175
1065997656,1158987672,110,389,145,354,279,209
1214167323,3459251215,156,343,100,399,187,299
1242902138,3766853540,102,397,36,499,295,463
1102678414,523139117,42,458,80,415,416,335
1009022661,439743152,73,425,0,499,352,499
893309581,141191162,178,319,204,302,141,98
1201813421,3249211913,167,278,6,494,111,488
975606205,209462626,9,493,40,464,484,424
1300255563,4142057194,79,419,0,499,340,499
1192018339,3120416772,0,499,0,499,499,499
1303826500,4159426468,106,388,51,463,282,412
935002527,193645043,0,485,83,435,485,352
1253152290,3855161636,40,485,16,492,445,476
1144686582,2485902869,85,414,0,499,329,499
1221728856,3565825780,63,436,0,499,373,499
1264022047,3923098679,0,499,0,499,499,499
1092496480,1584177007,116,378,66,419,262,353
1122893281,143647716,67,432,0,499,365,499
1255519565,3870103987,29,472,131,471,443,340
932920472,189528392,62,436,0,499,374,499
873156937,18632795,62,436,0,499,374,499
962076241,239353354,0,499,62,436,499,374
1087851127,1530512697,218,306,88,420,88,332
1316190298,4200876883,51,428,84,387,377,303
1104927202,1843821217,55,444,0,499,389,499
1275623997,4007155531,70,446,69,431,376,362
1043841104,853456186,26,481,62,434,455,372
1302479434,4155417514,0,499,0,463,499,463
933259018,190110733,73,426,0,499,353,499
848924023,80196436,0,499,63,437,499,374
1294224395,4122564107,80,417,133,332,337,199
1324211617,4233621964,49,440,56,442,391,386
1080840226,1453066604,79,419,0,499,340,499
1316225726,4200879125,0,499,0,499,499,499
1192165482,3122724270,68,432,22,488,364,466
1002213895,371034701,62,436,0,499,374,499
1006410032,423536461,138,360,95,404,222,309
1013196414,464645667,163,339,35,477,176,442
1317274795,4211717772,125,381,36,452,256,416
874729023,82390310,71,427,16,499,356,483
1313307304,4197507190,20,469,29,470,449,441
891741414,138469409,143,355,100,399,212,299
1253458826,3856809766,163,336,63,451,173,388
922170791,170807975,215,269,109,392,54,283
1299293056,4141676053,108,394,40,449,286,409
1248645597,3816940892,21,481,94,397,460,303
1313287146,4197503034,38,460,117,389,422,272
1269455574,3958959503,38,452,98,394,414,296
1323988106,4235885965,70,421,21,470,351,449
1264352619,3921532299,2,496,0,499,494,499
1277512352,4019800243,98,413,95,360,315,265
1289163856,4086065436,0,499,0,499,499,499
1205931309,3314026236,9,490,137,362,481,225
1068673024,1198314365,49,450,0,499,401,499
989527830,296659249,0,499,63,436,499,373
1237265149,3716300054,28,466,119,360,438,241
1190259089,1876687702,132,376,134,366,244,232
1261428351,3898729187,92,499,0,416,407,416
1316437068,4209064256,144,396,14,479,252,465
863159128,103585615,89,410,0,497,321,497
1273152400,3993169712,256,298,158,283,42,125
1142061476,2446326446,54,430,134,396,376,262
1009963565,443653323,0,499,50,448,499,398
1309973808,4181944733,26,466,75,499,440,424
1250150249,3830390856,44,473,131,424,429,293
1276221168,4012178420,55,472,122,424,417,302
1264954305,3927797100,0,499,74,499,499,425
983549039,287568759,78,425,126,365,347,239
1285141151,4066271802,0,499,0,499,499,499
1128331448,473238103,156,342,100,399,186,299
1267310552,4441231,72,426,0,499,354,499
1178310231,2984373216,13,477,53,450,464,397
1251337268,3840951478,109,389,0,499,280,499
1213367387,3312527228,77,421,81,418,344,337
1234719894,3689442554,62,436,0,499,374,499
1027353566,570725046,104,395,50,449,291,399
1155956024,2662545053,0,499,62,436,499,374
1243387418,3773727758,19,480,95,404,461,309
710005778,55117630,85,413,30,469,328,439
1225802861,3591581802,0,499,142,436,499,294
1290271596,4092737987,0,499,0,499,499,499
1177148618,2970575417,207,292,0,417,85,417
1026788841,569542901,113,385,50,449,272,399
959218559,231450695,83,416,83,416,333,333
1133776193,2265172708,0,499,63,436,499,373
1321758026,4223033598,39,467,12,486,428,474
1263719080,3921152652,0,499,6,492,499,486
1086112765,1508844006,112,405,90,426,293,336
1198151310,86220806,184,315,150,349,131,199
1283925752,4061632746,124,375,159,342,251,183
1190252905,2832752222,47,458,118,432,411,314
1144459694,2482252657,111,388,0,499,277,499
1285919924,4071503308,79,419,0,499,340,499
1009054897,439808513,73,425,0,499,352,499
1307661870,4172537160,43,455,28,435,412,407
1275226667,4003939381,67,435,111,477,368,366
1133292898,2246749422,120,375,77,423,255,346
1007393207,416654304,100,399,48,451,299,403
1305528273,4165986499,56,427,185,358,371,173
1259521436,3889172358,35,499,10,499,464,489
1325976184,4236085069,0,499,109,389,499,280
1314418804,4202302414,12,489,61,344,477,283
1156690533,2662306549,0,499,82,416,499,334
1222592509,3571373213,0,499,100,398,499,298
1066930699,1173353288,18,481,25,473,463,448
912046245,156139456,184,310,209,294,126,85
1250565603,3833397017,39,456,127,369,417,242
1166560340,2810856301,109,390,0,499,281,499
1076524329,1348401284,151,355,126,370,204,244
934632125,187260573,4,490,107,391,486,284
1138087824,2359712641,66,434,3,497,368,494
1311613276,4188732267,1,497,0,499,496,499
1239449553,399300036,39,461,185,356,422,171
1204212870,1161958998,117,374,3,496,257,493
1283045737,4058376220,0,499,0,499,499,499
933259168,190110575,5,481,12,497,476,485
1252528933,3849953822,0,499,0,465,499,465
1295770851,4126965928,52,416,95,413,364,318
1087989714,1531792232,0,499,109,389,499,280
1008876634,439615987,73,425,0,499,352,499
1295779546,4127839430,124,373,48,411,249,363
258248783,7896036,150,349,107,391,199,284
1308947626,4177869120,240,257,0,499,17,499
1265238024,3929959791,67,426,114,420,359,306
1220516986,3547367587,66,432,0,488,366,488
1176503614,2958499423,0,499,165,337,499,172
1220363465,3540995693,10,491,134,349,481,215
1244270336,3781841810,0,499,62,436,499,374
1323079569,4232650800,21,471,198,358,450,160
1239972071,3742982050,16,482,0,499,466,499
1313296751,4182970774,32,461,132,365,429,233
1311781670,4189048049,0,499,0,499,499,499
1038929514,760977100,137,365,159,334,228,175
1283607881,4061592283,40,473,163,363,433,200
1273124771,3992403583,62,440,67,440,378,373
1138505908,2361171821,197,244,46,452,47,406
1249534181,3819978741,140,364,151,327,224,176
1137010948,2337202324,0,499,62,436,499,374
1276735735,4015993724,0,499,131,353,499,222
1191330342,3073994115,73,410,57,431,337,374
994290461,302288623,67,243,139,270,176,131
1314652867,4202227738,0,499,0,499,499,499
857490801,90504521,207,291,189,310,84,121
1169255469,2871680780,62,436,0,499,374,499
1241396699,3756587254,185,314,159,339,129,180
